"Investigation.Type","Event.Date","Location","Country","Latitude","Longitude","Injury.Severity","Aircraft.damage","Total.Fatal.Injuries","Total.Serious.Injuries","Total.Minor.Injuries","Total.Uninjured"
"Accident","9/20/02","Burnsville, NC","United States","35.872223","-82.344722","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","9/21/02","HEMET, CA","United States","33.733333","-117.016667","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","9/21/02","McAlpin, FL","United States","30.101667","-82.901389","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","9/22/02","Mexican Hat, UT","United States","37.321945","-109.955278","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","9/23/02","MILTON, FL","United States","30.631389","-86.999166","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","9/23/02","Chromo, CO","United States","37.101111","-106.739722","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","9/24/02","MERCER, ME","United States","44.675","-69.963611","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","9/24/02","Yeehaw Junction, FL","United States","27.666667","-80.916667","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","9/24/02","Ankeny, IA","United States","41.694444","-93.553333","Fatal(1)","Destroyed",1,2,NA,NA
"Accident","9/25/02","Yellow Pine, ID","United States","44.905","-115.486944","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","9/25/02","Gilford, NH","United States","43.631389","-71.360556","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","9/25/02","Edmondson, AR","United States","35.081667","-90.301944","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","9/27/02","Virgil, NY","United States","42.515278","-76.236111","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","9/29/02","MEDFORD, OR","United States","42.433333","-122.3","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","9/29/02","Circleville, OH","United States","39.515833","-82.982223","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","9/30/02","West Creek, NJ","United States","39.665278","-74.308056","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/1/02","Laramie, WY","United States","41.430278","-105.475556","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/2/02","West Carrollton, OH","United States","39.676945","-84.256111","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/2/02","Garden City, KS","United States","37.900833","-100.766667","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/3/02","Bradford, PA","United States","41.750556","-78.567778","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/3/02","Texarkana, AR","United States","33.4575","-93.986944","Fatal(1)","Destroyed",1,1,NA,NA
"Accident","10/5/02","Valkaria, FL","United States","27.961944","-80.559722","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/6/02","Tuskegee, AL","United States","32.460278","-85.68","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","10/8/02","Lakeview, AR","United States","36.348611","-92.556944","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","10/9/02","Jellico, TN","United States","36.550833","-84.090277","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/11/02","BROWNVILLE JCT, ME","United States","45.515278","-69.1275","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/12/02","Phoenix, AZ","United States","33.686666","-112.114444","Fatal(1)","Destroyed",1,NA,1,NA
"Accident","10/14/02","Julian, CA","United States","33.101944","-116.216389","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/15/02","COEUR D'ALENE, ID","United States","47.644444","-116.700556","Fatal(2)","Substantial",2,1,NA,NA
"Accident","10/15/02","Mount Sterling, KY","United States","38.098333","-83.945277","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","10/20/02","Agua Dulce, CA","United States","34.5025","-118.313889","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","10/20/02","Paron, AR","United States","34.791944","-92.753056","Fatal(6)","Destroyed",6,NA,NA,NA
"Accident","10/22/02","MERRITT ISLAND, FL","United States","29.341666","-80.685555","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","10/23/02","Jesup, GA","United States","31.5525","-81.878611","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","10/23/02","Spanish Fort, AL","United States","30.705833","-87.95","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/25/02","Greensboro, NC","United States","36.852222","-79.937222","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","10/27/02","CORAL SPRINGS, FL","United States","26.335833","-80.291111","Fatal(2)","Substantial",2,NA,NA,2
"Accident","10/27/02","Coral Springs, FL","United States","26.335833","-80.291111","Fatal(2)","Destroyed",2,NA,NA,2
"Accident","10/30/02","Hobbs, NM","United States","32.702778","-103.232778","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","10/31/02","ACCIDENT, MD","United States","39.58","-79.273889","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","10/31/02","Fernandina Bch, FL","United States","30.611667","-81.462222","Fatal(1)","Destroyed",1,NA,NA,1
"Accident","11/1/02","Fort Gibson, OK","United States","35.776389","-95.136389","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","11/1/02","Rayville, LA","United States","32.510556","-91.750278","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","11/3/02","Memphis, TN","United States","35.195","-90.088611","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","11/3/02","Las Vegas, NM","United States","35.528889","-105.167223","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","11/5/02","Bozeman, MT","United States","45.742777","-111.101944","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","11/8/02","JUSTIN, TX","United States","33.134722","-97.361111","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","11/8/02","ANAHEIM HILLS, CA","United States","31.883333","-117.683333","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","11/8/02","East Hampton, NY","United States","40.888611","-72.269445","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","11/8/02","Taos, NM","United States","36.603333","-105.850556","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","11/8/02","Parks, AZ","United States","35.224723","-111.931945","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","11/10/02","Columbia, SC","United States","33.970556","-80.995277","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","11/12/02","Vineyard Haven, MA","United States","41.337777","-70.639166","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","11/13/02","SAN ANDREAS, CA","United States","38.154167","-120.652222","Fatal(2)","Substantial",2,1,NA,NA
"Accident","11/14/02","Rochester, NY","United States","43.119445","-77.631667","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","11/15/02","FAIRFIELD, NJ","United States","40.875278","-74.281389","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","11/15/02","FAIRFIELD, NJ","United States","40.875278","-74.281389","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","11/15/02","CLIMAX, NC","United States","35.951944","-79.691666","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","11/15/02","KINGMAN, AZ","United States","35.9475","-114.952778","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","11/17/02","NewPhiladelphia, OH","United States","40.493611","-81.383056","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","11/17/02","Houston, TX","United States","30.0425","-96.027778","Fatal(1)","",1,NA,NA,1
"Accident","11/19/02","MASSENA, NY","United States","44.929167","-74.850556","Fatal(1)","Substantial",1,1,NA,NA
"Accident","11/19/02","CORNELIA, GA","United States","34.497777","-83.557778","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","11/19/02","Moncks Corner, SC","United States","33.265","-80.008611","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","11/20/02","Kentwood, LA","United States","30.193889","-90.572223","Fatal(1)","Destroyed",1,1,NA,NA
"Accident","11/24/02","Union City, CA","United States","37.636389","-121.978056","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","11/24/02","Salem, UT","United States","40.049722","-111.624723","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","11/25/02","Homer, LA","United States","32.796111","-93.006944","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","11/26/02","Malaga, WA","United States","47.288055","-120.296111","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","11/27/02","BASTIAN, VA","United States","37.151111","-81.183889","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","11/27/02","McAlester, OK","United States","37.896944","-95.785833","Fatal(5)","Destroyed",5,NA,NA,NA
"Accident","11/29/02","Lindsay, OK","United States","34.85","-97.586389","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","11/30/02","Bryant, WA","United States","48.274723","-122.115278","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","12/3/02","Tajique, NM","United States","34.758889","-106.4075","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","12/4/02","PHELAN, CA","United States","34.5","-117.566667","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","12/4/02","Harrison, AR","United States","36.271945","-93.156111","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","12/4/02","Lewisville, TX","United States","33.169723","-97.032223","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","12/5/02","Miami, FL","United States","25.799722","-80.295","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","12/5/02","Hot Springs, AR","United States","34.453611","-93.122223","Fatal(1)","Destroyed",1,1,NA,NA
"Accident","12/6/02","Fort Myers, FL","United States","26.556111","-81.825834","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","12/6/02","Arecibo, PR","United States","18.451111","-66.675556","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","12/9/02","Eagleton, AR","United States","34.6875","-94.219167","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","12/12/02","Frankenmuth, MI","United States","43.303611","-83.700556","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","12/13/02","Petersburg, AK","United States","56.8","-132.933333","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","12/16/02","Anaheim Hills, CA","United States","33.834444","-117.776111","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","12/17/02","Rockford, IL","United States","42.168611","-89.151389","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","12/19/02","KING SALMON, AK","United States","57.619445","-165.5025","Fatal(1)","Substantial",1,1,NA,NA
"Accident","12/20/02","WOODBURY, CT","United States","41.5225","-73.168056","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","12/20/02","Rosenberg, TX","United States","29.524445","-95.775278","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","12/20/02","Macon, GA","United States","32.821945","-83.561944","Fatal(4)","Destroyed",4,NA,1,NA
"Accident","12/23/02","Dolan Springs, AZ","United States","35.5","-114.5","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","12/24/02","Egypt, AR","United States","35.861667","-90.968334","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","12/25/02","MANTEO, NC","United States","35.900556","-75.733333","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","12/25/02","Akron, CO","United States","40.183333","-103.238611","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","12/28/02","PAYSON, AZ","United States","34.261389","-111.343333","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","12/28/02","Conroe, TX","United States","30.316667","-95.333611","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","12/28/02","Addison, TX","United States","32.953889","-96.809722","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","12/29/02","Steamboat Spgs, CO","United States","40.334722","-106.688889","Fatal(1)","Destroyed",1,3,NA,NA
"Accident","1/1/03","TUCSON, AZ","United States","32.141389","-11.169445","Fatal(1)","Destroyed",1,3,NA,NA
"Accident","1/1/03","Lansing, IL","United States","41.539722","-87.531945","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/2/03","Shreveport, LA","United States","32.593055","-93.765556","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","1/4/03","Collinsville, CA","United States","38.0675","-121.833611","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/6/03","Laramie, WY","United States","41.314167","-105.603889","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/8/03","FLAGSTAFF, AZ","United States","35.305833","-111.618334","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","1/8/03","WARNER SPRINGS, CA","United States","33.366945","-116.584166","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/9/03","Grafton, IL","United States","38.973334","-90.461111","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/10/03","Salt Lake City, UT","United States","40.767778","-112.011389","Fatal(2)","Destroyed",2,1,NA,NA
"Accident","1/11/03","PARKER, AZ","United States","34.144166","-114.251111","Fatal(2)","Substantial",2,NA,NA,1
"Accident","1/11/03","Parker, AZ","United States","34.144166","-114.251111","Fatal(2)","Destroyed",2,NA,NA,1
"Accident","1/13/03","Cambridge, NE","United States","48.306667","-100.161944","Fatal(1)","Destroyed",1,NA,1,NA
"Accident","1/16/03","Midway, UT","United States","40.596666","-111.455","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","1/16/03","B.S. 53, LA","United States","29.417778","-89.135277","Fatal(1)","Destroyed",1,3,NA,NA
"Accident","1/18/03","Eastsound, WA","United States","48.701944","-122.945833","Fatal(1)","Destroyed",1,1,1,1
"Accident","1/18/03","Edgewater, FL","United States","28.926389","-80.848889","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","1/18/03","Hill City, MN","United States","46.891111","-93.596666","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","1/21/03","Norman, OK","United States","35.173611","-97.216945","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/23/03","San Jose, CA","United States","37.277778","-121.716945","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/23/03","La Sal, UT","United States","38.288889","-109.206944","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","1/24/03","BREWTON, AL","United States","31.051111","-87.067778","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","1/24/03","Melbourne, FL","United States","28.1025","-80.645","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/24/03","Rancho Cucamong, CA","United States","34.130278","-117.609444","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/24/03","Denver, CO","United States","39.766667","-105.05","Fatal(5)","Destroyed",5,NA,6,NA
"Accident","1/24/03","Denver, CO","United States","39.766667","-105.05","Fatal(5)","Destroyed",5,NA,6,NA
"Accident","1/25/03","Kalaupapa, HI","United States","21.166667","-156.95","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/26/03","DELAWARE CITY, DE","United States","39.595833","-75.574445","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","1/26/03","Fernandina Bch, FL","United States","30.613611","-81.280556","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","1/26/03","Scottsdale, AZ","United States","33.665833","-111.831111","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","1/28/03","Cleveland, OH","United States","41.515","-81.683056","Fatal(1)","Minor",1,NA,NA,1
"Accident","1/28/03","West Chicago, IL","United States","41.872223","-88.254444","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/30/03","LANCASTER, CA","United States","33.746389","-118.22","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","1/30/03","Rock Springs, WY","United States","41.558889","-108.772223","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","1/31/03","Golden Gate, FL","United States","26.064167","-81.591944","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","2/5/03","Mission, TX","United States","26.206111","-98.401667","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","2/6/03","Florence, SC","United States","34.279167","-79.759722","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","2/14/03","Wellington, KS","United States","37.19","-97.333056","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","2/16/03","Ferguson, KY","United States","37.073056","-84.584166","Fatal(3)","Destroyed",3,4,NA,NA
"Accident","2/16/03","MI 700, GM","United States","27.853056","-96.694722","Fatal(2)","Destroyed",2,3,NA,NA
"Accident","2/17/03","Miami, FL","United States","25.718334","-79.983333","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","2/20/03","GARRYOWEN, MT","United States","45.481667","-107.489722","Fatal(1)","Substantial",1,1,NA,NA
"Accident","2/20/03","Weirsdale, FL","United States","29.0025","-81.935277","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","2/20/03","Urbana, IN","United States","40.891666","-85.666667","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","2/21/03","NIPOMO, CA","United States","34.984722","-120.566945","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","2/21/03","Dana Point, CA","United States","33.361389","-117.623611","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","2/22/03","SO. CHARLESTON, WV","United States","38.335","-81.731667","Fatal(1)","Substantial",1,1,NA,NA
"Accident","2/22/03","High Island 443, GM","United States","28.35","-93.966667","Fatal(1)","Minor",1,NA,NA,1
"Accident","2/23/03","ELY, NV","United States","38.817223","-114.909722","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","2/24/03","Puyallup, WA","United States","47.117778","-122.269167","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","2/25/03","Osteen, FL","United States","28.824723","-81.018611","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","2/25/03","YOUNTVILLE, CA","United States","38.416667","-122.35","Fatal(1)","",1,NA,NA,1
"Accident","2/26/03","Sylvania, GA","United States","32.716389","-81.629723","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","2/27/03","RENFREW, PA","United States","40.770278","-79.978611","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","2/28/03","Captiva Island, FL","United States","26.591389","-82.190555","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","2/28/03","Nicholas, CA","United States","38.933333","-121.633333","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","3/1/03","LEESBURG, VA","United States","39.116667","-77.571389","Fatal(3)","Substantial",3,NA,NA,NA
"Accident","3/1/03","Mount Airy, NC","United States","36.4275","-80.558056","Fatal(5)","Destroyed",5,NA,NA,NA
"Accident","3/2/03","MONTEREY, MA","United States","42.210556","-73.262222","Fatal(4)","Substantial",4,3,NA,NA
"Accident","3/3/03","Cedar Key, FL","United States","29.101111","-83.114722","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","3/5/03","SPARTA, IL","United States","38.077223","-89.693055","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","3/5/03","Rexburg, ID","United States","43.848889","-111.806944","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","3/7/03","Rosamond, CA","United States","34.816667","-118.400833","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","3/7/03","Albuquerque, NM","United States","35.166111","-106.770834","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","3/7/03","Milledgeville, GA","United States","33.154167","-83.240555","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","3/9/03","Tower, MI","United States","45.352778","-84.343889","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","3/10/03","ANZA, CA","United States","33.516945","-116.791111","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","3/14/03","Richmond, VA","United States","37.505","-77.319445","Fatal(1)","",1,NA,NA,1
"Accident","3/14/03","Old Fort, NC","United States","35.619167","-82.255278","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","3/15/03","PERRY, GA","United States","32.510556","-83.767223","Fatal(1)","Substantial",1,1,NA,NA
"Accident","3/15/03","Carey, ID","United States","43.4475","-114.001944","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","3/15/03","Prattsville, AR","United States","34.295555","-92.496389","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","3/16/03","Foley, MN","United States","45.622778","-93.9075","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","3/18/03","PAHOKEE, FL","United States","26.783333","-80.683333","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","3/20/03","Leesburg, VA","United States","39.096666","-77.558889","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","3/20/03","Fayetteville, AR","United States","35.915278","-94.159722","Fatal(1)","Destroyed",1,1,1,NA
"Accident","3/21/03","Santa Maria, CA","United States","34.990833","-120.188055","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","3/21/03","Monroe, GA","United States","33.866667","-83.730556","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","3/22/03","PANAMA CITY, FL","United States","30.211944","-85.682778","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","3/22/03","North English, IA","United States","42.496666","-92.151667","Fatal(1)","Destroyed",1,1,NA,NA
"Accident","3/23/03","Kimble, TN","United States","35.249722","-85.999722","Fatal(1)","Destroyed",1,1,NA,NA
"Accident","3/26/03","Grand Junction, CO","United States","39.149166","-108.415278","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","3/27/03","Broadus, TX","United States","31.306389","-94.118056","Fatal(2)","Destroyed",2,3,NA,NA
"Accident","3/27/03","Cherokee, NC","United States","35.566667","-83.490555","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","3/27/03","Homerville, GA","United States","31.105556","-82.947222","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","3/31/03","Broken Arrow, OK","United States","36.053611","-95.789444","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","4/4/03","LEOMINSTER, MA","United States","42.536944","-71.739444","Fatal(6)","Substantial",6,1,1,NA
"Accident","4/4/03","North Las Vegas, NV","United States","36.293055","-115.348055","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","4/6/03","Big Bear Lake, CA","United States","34.216945","-116.933611","Fatal(2)","Destroyed",2,NA,1,NA
"Accident","4/8/03","DELAWARE CITY, DE","United States","39.580556","-75.615556","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","4/8/03","Swanton, OH","United States","41.572778","-83.863611","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","4/8/03","Belle Glade, FL","United States","26.700833","-80.662222","Fatal(1)","Destroyed",1,NA,NA,1
"Accident","4/8/03","Belle Glade, FL","United States","26.700833","-80.662222","Fatal(1)","Destroyed",1,NA,NA,1
"Accident","4/9/03","Merlin, OR","United States","42.606667","-123.475","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","4/10/03","Auburn, CA","United States","38.958056","-121.066667","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","4/10/03","Waleska, GA","United States","34.316667","-84.653056","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","4/10/03","Oxford, AL","United States","33.458333","-85.808333","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","4/11/03","Pomona, NJ","United States","39.466667","-74.6025","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","4/12/03","Conesus, NY","United States","42.681111","-77.615833","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","4/13/03","SEDONA, AZ","United States","34.841389","-111.7975","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","4/17/03","MAZAMA, WA","United States","48.799722","-120.566389","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","4/17/03","Provo, UT","United States","40.241666","-111.717778","Fatal(3)","Destroyed",3,NA,NA,NA
"Accident","4/19/03","WEST POINT, TN","United States","32.333333","-85.2","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","4/21/03","Corona De Tucso, AZ","United States","31.95","-110.781111","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","4/24/03","NEWPORT, PA","United States","40.516945","-77.116667","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","4/24/03","MOBILE, AL","United States","30.635277","-88.066389","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","4/25/03","Eagleville, CA","United States","41.270556","-120.123334","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","4/26/03","JACKSON, OH","United States","39.003333","-82.576945","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","4/26/03","Loma Alta, TX","United States","29.872778","-100.960833","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","4/26/03","Longmont, CO","United States","40.233333","-105.15","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","4/26/03","Baudette, MN","United States","48.728334","-94.612222","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","4/27/03","Henderson, KY","United States","37.807778","-87.685555","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","5/4/03","ASHLAND, ME","United States","46.604444","-69.143333","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","5/4/03","Corona, CA","United States","33.896666","-117.574167","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","5/5/03","FARMINGDALE, NJ","United States","40.205","-74.145277","Fatal(1)","Substantial",1,1,NA,NA
"Accident","5/5/03","PONTIAC, IL","United States","40.928334","-88.631389","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","5/5/03","Calhoun, GA","United States","34.545833","-85.063611","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","5/6/03","Ardmore, OK","United States","34.133056","-97.1275","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","5/10/03","Salt Lake City, UT","United States","40.893055","-112.276111","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","5/11/03","WAUSEON, OH","United States","41.601667","-84.116945","Fatal(3)","Substantial",3,NA,NA,NA
"Accident","5/16/03","Allendale, SC","United States","33.047222","-81.313889","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","5/19/03","JEAN, NV","United States","35.768334","-115.329723","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","5/19/03","South Shore, SD","United States","45.1025","-96.884722","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","5/21/03","Bruceton Mills, WV","United States","39.696111","-79.763056","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","5/22/03","ELY, NV","United States","40.076111","-114.587777","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","5/22/03","Kahoolawe, HI","United States","20.57","-156.633333","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","5/24/03","Sherman Oaks, CA","United States","34.141666","-118.4325","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","5/25/03","YELLOW PINE, ID","United States","44.891944","-114.888889","Fatal(1)","Substantial",1,NA,NA,NA
"Accident","5/25/03","Little River, CA","United States","39.25","-123.756111","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","5/25/03","Los Lunas, NM","United States","34.7525","-106.735833","Fatal(2)","Destroyed",2,NA,NA,NA
"Accident","5/25/03","Woodruff, WI","United States","45.947222","-89.736111","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","5/26/03","Bishop, CA","United States","37.285833","-118.68","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","5/28/03","Watkins, CO","United States","39.783611","-104.535","Fatal(1)","Destroyed",1,1,NA,NA
"Accident","5/28/03","Talkeetna, AK","United States","62.878889","-151.066667","Fatal(4)","Destroyed",4,NA,NA,NA
"Accident","5/29/03","Brazos Blk 532, GM","United States","28.320834","-95.938889","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","5/30/03","REPUBLIC, WA","United States","48.614722","-118.464722","Fatal(2)","Substantial",2,NA,NA,NA
"Accident","5/30/03","Tracy, CA","United States","37.749722","-121.428334","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","5/31/03","Riverside, CA","United States","33.951944","-117.445277","Fatal(1)","Destroyed",1,NA,NA,NA
"Accident","5/31/03","Jerome, AZ","United States","34.758333","-112.110278","Fatal(2)","Destroyed",2,NA,NA,NA
