"Investigation.Type","Event.Date","Location","Country","Latitude","Longitude","Injury.Severity","Aircraft.damage","Total.Fatal.Injuries","Total.Serious.Injuries","Total.Minor.Injuries","Total.Uninjured"
"Accident","8/30/10","Belgrade, MT","United States","45.412","-111.1544","Fatal","Substantial",1,0,0,0
"Accident","8/31/10","Kamiah, ID","United States","46.1339","-116.212","Fatal","Substantial",3,0,0,0
"Accident","9/2/10","Redwood City, CA","United States","37.3043","-122.152","Fatal","Substantial",3,0,0,0
"Accident","9/6/10","Las Vegas, NV","United States","36.054","-115.915","Fatal","Substantial",2,0,2,0
"Accident","9/11/10","Majuro, PO","United States","37.3810","-130.412","Fatal","Substantial",1,1,0,0
"Accident","9/17/10","Coeur d'Alene, ID","United States","47.3413","-116.5249","Fatal","Substantial",2,0,0,0
"Accident","9/20/10","El Mirage, CA","United States","34.3749","-117.3710","Fatal","Substantial",1,0,0,0
"Accident","9/27/10","Phoenix, AZ","United States","33.4123","-112.539","Fatal","Substantial",1,0,0,0
"Accident","10/8/10","Blue Diamond, NV","United States","36.310","-115.2432","Fatal","Substantial",1,0,1,0
"Accident","10/8/10","Panguitch, UT","United States","38.037","-112.110","Fatal","Substantial",2,0,0,0
"Accident","10/21/10","Agua Dulce, CA","United States","34.304","-118.2035","Fatal","Substantial",3,0,0,0
"Accident","10/23/10","Lake Mathews, CA","United States","33.5046","-117.2526","Fatal","Substantial",2,0,0,0
"Accident","10/25/10","Morton, WA","United States","46.3620","-122.65","Fatal","Substantial",3,0,0,0
"Accident","10/25/10","Lander, WY","United States","43.942","-109.3336","Fatal","Substantial",4,0,0,0
"Accident","11/3/10","Meeker, CO","United States","40.1119","-107.5424","Fatal","Substantial",1,0,1,0
"Accident","11/14/10","Tucson, AZ","United States","32.831","-111.1028","Fatal","Substantial",1,0,0,0
"Accident","11/14/10","Post, TX","United States","33.1341","-101.87","Fatal","Substantial",1,0,1,1
"Accident","11/14/10","Enterprise, OR","United States","45.1413","-118.184","Fatal","Substantial",1,0,0,0
"Accident","11/17/10","Payson, UT","United States","40.215","-111.4423","Fatal","Substantial",2,0,0,0
"Accident","11/18/10","Bremerton, WA","United States","47.320","-122.477","Fatal","Substantial",1,0,0,0
"Accident","11/22/10","Newport Beach, CA","United States","33.3750","-117.538","Fatal","Substantial",3,0,0,0
"Accident","11/25/10","Hollister, CA","United States","36.552","-121.2915","Fatal","Substantial",1,0,0,0
"Accident","11/29/10","Hubbard, OR","United States","45.1049","-122.4437","Fatal","Substantial",1,0,0,0
"Accident","12/2/10","Peoria, AZ","United States","33.4728","-112.1453","Fatal","Substantial",1,0,0,0
"Accident","12/15/10","Edwards, CO","United States","39.4313","-106.3350","Fatal","Substantial",2,0,0,0
"Accident","12/20/10","Perris, CA","United States","33.5232","-117.1132","Fatal","Substantial",1,0,0,0
"Accident","12/22/10","Colorado Springs, CO","United States","38.4854","-104.414","Fatal","Substantial",2,0,0,0
"Accident","12/22/10","Lander, WY","United States","42.3535","-108.5854","Fatal","Substantial",3,0,0,0
"Accident","12/27/10","Loveland, CO","United States","40.1921","-105.1428","Fatal","Substantial",1,0,0,0
"Accident","1/7/11","Chester, CA","United States","40.1647","-121.1343","Fatal","Substantial",2,0,0,0
"Accident","1/9/11","Westcliffe, CO","United States","37.5341","-105.2626","Fatal","Substantial",2,0,0,0
"Accident","1/10/11","Oakley, CA","United States","38.440","-121.3648","Fatal","Substantial",1,0,0,0
"Accident","1/11/11","Warner Springs, CA","United States","33.174","-116.4029","Fatal","Substantial",1,0,1,0
"Accident","1/22/11","Stanwood, WA","United States","48.824","-122.1726","Fatal","Substantial",1,0,0,1
"Accident","1/29/11","Furnace Creek, CA","United States","36.2150","-116.5158","Fatal","Substantial",1,0,0,0
"Accident","1/30/11","Adrian, OR","United States","43.4025","-117.722","Fatal","Substantial",3,0,0,0
"Accident","1/31/11","Marana, AZ","United States","32.215","-111.2834","Fatal","Substantial",1,1,2,0
"Accident","2/3/11","San Luis Obispo, CA","United States","35.1846","-120.4030","Fatal","Substantial",1,1,0,0
"Accident","2/13/11","Bullfrog, UT","United States","37.5754","-110.3559","Fatal","Substantial",1,0,0,0
"Accident","2/15/11","Hanapepe, HI","United States","21.5313","-159.334","Fatal","Substantial",2,0,0,0
"Accident","2/18/11","Levelland, TX","United States","33.3258","-102.2220","Fatal","Substantial",2,0,2,0
"Accident","2/26/11","Phoenix, AZ","United States","33.5410","-111.5238","Fatal","Substantial",3,0,0,0
"Accident","2/27/11","Milford, UT","United States","41.038","-111.4015","Fatal","Substantial",1,0,0,0
"Accident","3/7/11","Newberry Springs, CA","United States","34.468","-116.2652","Fatal","Substantial",1,0,0,0
"Accident","3/8/11","Twin Falls, ID","United States","42.043","-114.1840","Fatal","Substantial",2,0,0,0
"Accident","3/11/11","Grand Canyon, AZ","United States","36.1013","-112.1623","Fatal","Substantial",1,0,0,0
"Accident","3/16/11","Long Beach, CA","United States","33.492","-118.923","Fatal","Substantial",5,0,1,0
"Accident","3/19/11","Butte, MT","United States","46.033","-112.351","Fatal","Substantial",1,0,0,0
"Accident","3/20/11","Daggett, CA","United States","34.4943","-116.4728","Fatal","Substantial",3,0,0,0
"Accident","3/20/11","Wellington, CO","United States","40.4817","-104.595","Fatal","Substantial",1,0,0,0
"Accident","3/27/11","Dickens, TX","United States","33.4025","-100.523","Fatal","Substantial",3,0,0,0
"Accident","4/1/11","Boulder, CO","United States","39.5946","-105.1122","Fatal","Substantial",1,0,0,0
"Accident","4/2/11","Roswell, NM","United States","33.1733","-104.3131","Fatal","Substantial",4,0,0,0
"Accident","4/3/11","Pleasant Grove, CA","United States","38.5219","-121.2815","Fatal","Substantial",1,0,0,0
"Accident","4/3/11","Alameda, CA","United States","37.4450","-122.1329","Fatal","Substantial",1,0,0,0
"Accident","4/3/11","Cherry Valley, CA","United States","33.5856","-117.039","Fatal","Substantial",1,0,0,0
"Accident","4/6/11","Laramie, WY","United States","41.1843","-105.4030","Fatal","Substantial",1,0,0,0
"Accident","4/17/11","San Angelo, TX","United States","31.2745","-100.3720","Fatal","Substantial",2,0,0,0
"Accident","4/23/11","Parker, CO","United States","39.301","-104.4538","Fatal","Substantial",2,0,0,0
"Accident","4/24/11","Lake Heron, NM","United States","36.4122","-106.4012","Fatal","Substantial",1,0,0,0
"Accident","5/1/11","Elephant Butte, NM","United States","33.142","-107.1438","Fatal","Destroyed",1,0,0,0
"Accident","5/9/11","Miles City, MT","United States","46.251","-105.3813","Fatal","Substantial",1,0,0,0
"Accident","5/14/11","Arlington, WA","United States","48.939","-122.932","Fatal","Substantial",1,0,0,0
"Accident","5/17/11","Hanalei, HI","United States","22.101","-159.3935","Fatal","Substantial",2,0,0,0
"Accident","5/18/11","Rock Springs, WY","United States","42.1025","-108.4726","Fatal","Substantial",2,0,0,0
"Accident","5/18/11","Pioneer, CA","United States","38.316","-120.1353","Fatal","Substantial",1,0,0,0
"Accident","5/20/11","Taos, NM","United States","36.2511","-105.1714","Fatal","Substantial",1,0,0,0
"Accident","5/22/11","Erie, CO","United States","40.059","-105.315","Fatal","Substantial",1,0,0,0
"Accident","5/27/11","Chugiak, AK","United States","61.2453","-149.3024","Fatal","Substantial",5,0,0,0
"Accident","5/27/11","Weaverville, CA","United States","40.424","-122.5714","Fatal","Substantial",1,0,0,0
"Accident","5/29/11","Cold Springs, NV","United States","39.442","-119.5934","Fatal","Substantial",3,0,0,0
"Accident","6/1/11","Wendover, UT","United States","40.4324","-114.226","Fatal","Substantial",4,0,0,0
"Accident","6/5/11","Astoria, OR","United States","46.813","-123.5228","Fatal","Substantial",1,0,0,0
"Accident","6/11/11","Ukiah, OR","United States","45.50","-118.400","Fatal","Substantial",3,0,0,0
"Accident","6/19/11","Tooele, UT","United States","40.325","-112.4550","Fatal","Substantial",1,0,0,0
"Accident","6/20/11","Tehachapi, CA","United States","35.448","-118.3915","Fatal","Substantial",1,0,0,0
"Accident","6/21/11","Hogeland, MT","United States","48.4821","-108.3546","Fatal","Substantial",1,0,0,0
"Accident","6/27/11","Beluga Lake, AK","United States","61.2536","-151.4651","Fatal","Substantial",1,0,1,0
"Accident","6/29/11","Thornton, CO","United States","39.5510","-104.5411","Fatal","Substantial",1,0,0,0
"Accident","7/2/11","Lone Pine, CA","United States","36.291","-118.539","Fatal","Substantial",1,0,0,0
"Accident","7/3/11","Wetmore, CO","United States","38.1142","-105.511","Fatal","Substantial",1,0,1,0
"Accident","7/4/11","Santa Paula, CA","United States","34.1934","-119.453","Fatal","Substantial",2,0,0,0
"Accident","7/8/11","Watsonville, CA","United States","36.568","-121.4723","Fatal","Substantial",4,0,0,0
"Accident","7/8/11","Durango, CO","United States","37.309","-107.4851","Fatal","Substantial",1,0,0,0
"Accident","7/8/11","Bigfork, MT","United States","48.337","-114.04","Fatal","Substantial",1,0,1,0
"Accident","7/8/11","Verlot, WA","United States","48.724","-121.3950","Fatal","Substantial",2,0,0,0
"Accident","7/11/11","Burma, PO","United States","37.386","-130.415","Fatal","Substantial",3,0,2,4
"Accident","7/14/11","Silverton, CO","United States","37.4727","-107.331","Fatal","Substantial",2,0,0,0
"Accident","7/17/11","Winslow, AZ","United States","35.60","-110.3823","Fatal","Substantial",2,0,0,0
"Accident","7/17/11","Delta, AK","United States","64.151","-145.3513","Fatal","Substantial",1,0,0,0
"Accident","7/18/11","Glendale, OR","United States","42.4624","-123.1840","Fatal","Substantial",2,0,0,0
"Accident","7/18/11","Grace, ID","United States","42.362","-111.4340","Fatal","Substantial",3,0,0,0
"Accident","7/23/11","Corona, CA","United States","33.4918","-117.3416","Fatal","Substantial",2,0,0,0
"Accident","7/24/11","Juneau, AK","United States","58.160","-134.320","Fatal","Substantial",2,0,0,0
"Accident","7/25/11","Chelan, WA","United States","47.5327","-120.45","Fatal","Substantial",1,0,0,0
"Accident","7/26/11","Williston, ND","United States","48.108","-103.1249","Fatal","Substantial",1,0,1,0
"Accident","7/30/11","Fredonia, AZ","United States","36.3052","-112.946","Fatal","Substantial",2,0,0,0
"Accident","7/30/11","Talkeetna, AK","United States","62.1054","-150.3024","Fatal","Destroyed",4,0,0,1
"Accident","8/3/11","Camas, WA","United States","45.380","-122.230","Fatal","Substantial",1,0,0,0
"Accident","8/14/11","Lander, WY","United States","42.4513","-109.915","Fatal","Destroyed",2,0,0,0
"Accident","8/14/11","Burley, ID","United States","42.3213","-113.4623","Fatal","Substantial",4,0,0,0
"Accident","8/14/11","McGrath, AK","United States","63.67","-156.5925","Fatal","Substantial",2,0,4,0
"Accident","8/15/11","Silver Bow, MT","United States","46.010","-112.3934","Fatal","Substantial",2,0,0,0
"Accident","8/16/11","Cape Yakataga, AK","United States","60.222","-143.359","Fatal","Substantial",2,0,0,0
"Accident","8/18/11","Moore, ID","United States","43.4612","-113.2041","Fatal","Substantial",1,0,0,0
"Accident","8/18/11","Forsyth, MT","United States","46.3442","-106.5521","Fatal","Substantial",2,0,0,0
"Accident","8/18/11","Lincoln, CA","United States","38.5455","-121.218","Fatal","",1,0,0,1
"Accident","8/20/11","Whitewood, SD","United States","44.2852","-103.479","Fatal","Substantial",1,0,0,0
"Accident","8/21/11","Brookings, OR","United States","42.417","-124.1714","Fatal","Substantial",1,0,0,0
"Accident","9/2/11","Nightmute, AK","United States","60.3620","-164.3555","Fatal","Destroyed",1,0,0,1
"Accident","9/4/11","Caldwell, ID","United States","43.3831","-116.388","Fatal","Substantial",2,0,0,0
"Accident","9/4/11","Kanab, UT","United States","37.84","-112.289","Fatal","Substantial",1,0,0,0
"Accident","9/4/11","Tehachapi, CA","United States","35.45","-118.261","Fatal","Destroyed",2,0,0,0
"Accident","9/13/11","Stanley, ID","United States","44.123","-114.5849","Fatal","Substantial",2,0,0,0
"Accident","9/15/11","West Jordan, UT","United States","40.3630","-111.5829","Fatal","Substantial",1,0,0,0
"Accident","9/16/11","Reno, NV","United States","39.405","-119.5235","Fatal","Substantial",1,0,0,0
"Accident","9/19/11","Socorro, NM","United States","34.120","-106.5411","Fatal","Substantial",2,0,0,0
"Accident","9/24/11","Kodiak, AK","United States","57.417","-152.3033","Fatal","Substantial",1,1,1,0
"Accident","9/30/11","Chualar, CA","United States","36.3412","-121.2624","Fatal","Substantial",1,0,0,0
"Accident","10/1/11","Philip, SD","United States","44.14","-101.384","Fatal","Destroyed",1,0,0,0
"Accident","10/4/11","West Jordan, UT","United States","40.3616","-111.5856","Fatal","Substantial",2,0,0,0
"Accident","10/13/11","Cle Elum, WA","United States","47.1139","-120.530","Fatal","Substantial",1,0,0,0
"Accident","10/16/11","Daggett, CA","United States","34.568","-116.3952","Fatal","Substantial",3,0,0,0
"Accident","10/25/11","St. Paul, OR","United States","45.1744","-122.5719","Fatal","Substantial",1,0,0,2
"Accident","10/27/11","Lexington, OR","United States","45.2710","-119.374","Fatal","Substantial",1,0,1,0
"Accident","10/30/11","Iliamna, AK","United States","59.4037","-155.612","Fatal","Destroyed",1,0,0,0
"Accident","11/7/11","Lake Havasu City, AZ","United States","34.205","-113.4316","Fatal","Substantial",3,0,0,0
"Accident","11/10/11","Pukoo, HI","United States","21.43","-156.5035","Fatal","Substantial",5,0,0,0
"Accident","11/10/11","Alamosa, CO","United States","37.2414","-105.5135","Fatal","Destroyed",1,0,0,0
"Accident","11/11/11","Sturgis, SD","United States","44.255","-103.2231","Fatal","Substantial",1,0,0,0
"Accident","11/18/11","Casper, WY","United States","43.124","-106.218","Fatal","Substantial",1,0,0,0
"Accident","11/18/11","Pomona, CA","United States","34.53","-117.4550","Fatal","Substantial",1,0,0,0
"Accident","11/24/11","Apache Junction, AZ","United States","33.2621","-111.272","Fatal","Destroyed",6,0,0,0
"Accident","11/26/11","Mescalero, NM","United States","33.1819","-105.2139","Fatal","Substantial",2,0,0,0
"Accident","11/29/11","Chuathbaluk, AK","United States","61.3426","-159.1725","Fatal","Substantial",1,0,0,0
"Accident","12/3/11","Silverton, CO","United States","37.4937","-107.4030","Fatal","Substantial",4,0,0,0
"Accident","12/8/11","Las Vegas, NV","United States","36.1011","-115.79","Fatal","Destroyed",5,0,0,0
"Accident","12/8/11","Coupeville, WA","United States","48.110","-122.380","Fatal","Substantial",1,0,0,0
"Accident","12/10/11","Surprise, AZ","United States","33.4225","-112.2212","Fatal","Substantial",1,0,0,0
"Accident","12/10/11","Armistead, CA","United States","35.331","-118.92","Fatal","Substantial",1,0,0,0
"Accident","12/15/11","Phoenix, AZ","United States","33.3630","-111.5548","Fatal","Substantial",1,0,1,0
"Accident","1/30/12","San Diego, CA","United States","32.4934","-116.5820","Fatal","",1,0,0,0
"Accident","2/3/12","Boise, ID","United States","43.3351","-116.1322","Fatal","Destroyed",1,0,0,0
"Accident","2/4/12","Show Low, AZ","United States","34.1610","-110.11","Fatal","Substantial",2,0,2,0
"Accident","2/6/12","Fresno, CA","United States","36.4832","-119.5527","Fatal","Substantial",1,0,0,0
"Accident","2/9/12","Morgan, UT","United States","41.1057","-111.3459","Fatal","Substantial",2,0,0,0
"Accident","2/15/12","North Bend, WA","United States","47.2951","-121.4456","Fatal","Substantial",3,0,0,0
"Accident","2/15/12","Moran Junction, WY","United States","43.4334","-110.1159","Fatal","Substantial",1,0,2,0
"Accident","2/19/12","Hayden, CO","United States","40.292","-107.1343","Fatal","Substantial",2,0,4,0
"Accident","3/1/12","Belen, NM","United States","34.393","-106.4611","Fatal","Destroyed",2,0,0,0
"Accident","3/5/12","Brockton, MT","United States","47.5923","-104.436","Fatal","Substantial",1,0,1,0
"Accident","3/6/12","Fallon, NV","United States","39.254","-118.4155","Fatal","Destroyed",1,0,0,0
"Accident","3/15/12","Goble, OR","United States","46.131","-122.5513","Fatal","Substantial",2,0,0,0
"Accident","3/15/12","Panoche, CA","United States","36.3141","-120.5035","Fatal","Substantial",1,0,0,0
"Accident","3/23/12","Longmont, CO","United States","40.913","-105.319","Fatal","Substantial",2,1,0,0
"Accident","3/31/12","Sleetmute, AK","United States","61.5627","-157.3713","Fatal","Substantial",2,0,0,0
"Accident","4/3/12","Mesa, AZ","United States","33.2739","-111.4342","Fatal","Substantial",2,0,0,0
"Accident","4/6/12","Ludlow, CA","United States","34.5641","-115.5723","Fatal","Substantial",1,0,0,0
"Accident","4/8/12","Salinas, CA","United States","36.3959","-121.3313","Fatal","Substantial",2,0,0,0
"Accident","4/12/12","Green River, WY","United States","41.2010","-109.4917","Fatal","Destroyed",1,0,0,0
"Accident","4/23/12","Sisters, OR","United States","44.134","-121.3019","Fatal","Substantial",2,0,0,0
"Accident","4/25/12","Blanding, UT","United States","37.4843","-110.359","Fatal","Substantial",3,0,0,0
"Accident","5/11/12","Las Vegas, NM","United States","35.399","-105.819","Fatal","Substantial",1,0,0,0
"Accident","5/13/12","Whitewater, CA","United States","33.5558","-116.3831","Fatal","Substantial",1,0,0,0
"Accident","5/18/12","Point Mugu, CA","United States","34.78","-119.78","Fatal","Destroyed",1,0,0,0
"Accident","5/18/12","Boulder City, NV","United States","35.5715","-114.5255","Fatal","Substantial",2,0,0,0
"Accident","5/19/12","Kingston, NV","United States","39.1222","-117.223","Fatal","Substantial",1,0,0,0
"Accident","5/21/12","Nicolaus, CA","United States","38.5455","-121.331","Fatal","Substantial",1,0,0,0
"Accident","5/25/12","Lakeview, OR","United States","42.3134","-119.4422","Fatal","Substantial",1,0,0,0
"Accident","5/26/12","St. George, UT","United States","37.112","-113.312","Fatal","Substantial",4,0,0,0
"Accident","5/28/12","Fort Morgan, CO","United States","40.202","-103.489","Fatal","Substantial",1,0,1,0
"Accident","5/29/12","Duck Creek Village, UT","United States","37.266","-112.4554","Fatal","Substantial",4,0,0,0
"Accident","6/1/12","Salinas, CA","United States","36.3946","-121.3636","Fatal","Destroyed",1,0,0,0
"Accident","6/3/12","Modena, UT","United States","38.653","-114.214","Fatal","Substantial",2,0,0,0
"Accident","6/4/12","Zahl, ND","United States","48.3339","-103.4051","Fatal","Substantial",1,0,0,0
"Accident","6/9/12","Mountain Home, ID","United States","43.2528","-115.295","Fatal","Substantial",1,0,0,0
"Accident","6/12/12","East Wenatchee, WA","United States","47.2433","-120.1459","Fatal","Substantial",1,0,1,0
"Accident","6/23/12","Veneta, OR","United States","44.342","-123.2338","Fatal","Substantial",4,0,0,0
"Accident","6/27/12","Vancouver, WA","United States","45.3713","-122.3917","Fatal","Substantial",1,0,1,0
"Accident","6/28/12","Kooskia, ID","United States","46.750","-114.5537","Fatal","Substantial",1,0,0,1
"Accident","6/30/12","Camp Verde, AZ","United States","34.2640","-111.4722","Fatal","Substantial",4,0,0,0
"Accident","7/5/12","Piru, CA","United States","34.2427","-118.4516","Fatal","Substantial",2,0,0,0
"Accident","7/9/12","Murrieta, CA","United States","33.3348","-117.345","Fatal","Substantial",1,0,0,1
"Accident","7/11/12","Homer, AK","United States","59.3824","-151.304","Fatal","Substantial",1,4,0,0
"Accident","7/11/12","Winslow, AZ","United States","35.156","-110.4348","Fatal","Substantial",1,0,1,0
"Accident","7/14/12","Salina, UT","United States","38.4911","-111.2556","Fatal","Substantial",2,0,0,0
"Accident","7/19/12","Fairbanks, AK","United States","65.2714","-147.3322","Fatal","Destroyed",2,0,0,0
"Accident","7/21/12","Walsenburg, CO","United States","37.4142","-104.4747","Fatal","Substantial",2,0,0,0
"Accident","7/23/12","Tonasket, WA","United States","48.4329","-119.2756","Fatal","Substantial",1,0,0,0
"Accident","7/26/12","Sedona, AZ","United States","34.5032","-111.4748","Fatal","Destroyed",3,0,0,0
"Accident","7/27/12","Valentine, NE","United States","42.5124","-100.3256","Fatal","Substantial",1,1,0,0
"Accident","8/2/12","Truckee, CA","United States","39.190","-120.832","Fatal","Substantial",1,0,0,0
"Accident","8/2/12","Hoonah, AK","United States","58.1533","-135.711","Fatal","Destroyed",1,0,0,0
"Accident","8/4/12","Imperial, NE","United States","40.3034","-101.3749","Fatal","Substantial",1,0,0,0
"Accident","8/8/12","Delta Junction, AK","United States","64.2632","-144.535","Fatal","Substantial",1,0,0,0
"Accident","8/11/12","Santa Monica, CA","United States","34.245","-118.2555","Fatal","Substantial",1,0,0,0
"Accident","8/24/12","Milner, CO","United States","40.3045","-107.22","Fatal","Substantial",1,0,0,0
"Accident","8/26/12","South Lake Tahoe, CA","United States","38.5338","-119.5943","Fatal","Substantial",5,0,0,0
"Accident","8/28/12","Pierre, SD","United States","44.2234","-100.175","Fatal","Substantial",1,0,0,0
"Accident","8/30/12","Nephi, UT","United States","39.4411","-111.5212","Fatal","Substantial",2,0,0,0
"Accident","8/31/12","Homer, AK","United States","59.3134","-151.2030","Fatal","Substantial",1,0,0,0
"Accident","8/31/12","Rye, CO","United States","37.5753","-105.532","Fatal","Substantial",2,0,0,0
"Accident","9/1/12","El Paso, TX","United States","31.437","-106.147","Fatal","Substantial",1,0,0,0
"Accident","9/3/12","Murtaugh, ID","United States","42.1419","-114.939","Fatal","Substantial",1,0,0,0
"Accident","9/8/12","Borrego Springs, CA","United States","33.1538","-116.1928","Fatal","Substantial",1,0,0,0
"Accident","9/9/12","Viola, ID","United States","46.4946","-116.5953","Fatal","Substantial",1,0,0,0
"Accident","9/13/12","Strawberry, AZ","United States","34.2727","-111.291","Fatal","Substantial",3,0,0,0
"Accident","9/13/12","Teddys Peak, CO","United States","39.338","-105.1843","Fatal","Substantial",2,0,0,0
"Accident","9/16/12","Pueblo, CO","United States","38.1720","-104.2947","Fatal","Substantial",1,0,0,0
"Accident","9/21/12","Laramie, WY","United States","41.1918","-105.3942","Fatal","Destroyed",1,0,0,0
"Accident","9/30/12","Safford, AZ","United States","33.2021","-109.5716","Fatal","Substantial",1,0,0,0
"Accident","10/4/12","San Manuel, AZ","United States","32.387","-110.3830","Fatal","Substantial",1,0,0,0
"Accident","10/8/12","Aleknagik, AK","United States","59.5820","-158.211","Fatal","Substantial",1,0,0,0
"Accident","10/9/12","Laramie Peak, WY","United States","42.1550","-105.2656","Fatal","Destroyed",4,0,0,0
"Accident","10/13/12","Kenai, AK","United States","60.2822","-151.120","Fatal","Destroyed",1,0,0,0
"Accident","10/15/12","Marana, AZ","United States","32.1926","-111.2715","Fatal","Substantial",1,0,0,0
"Accident","10/15/12","Half Moon Bay, CA","United States","37.3037","-122.3019","Fatal","Substantial",1,0,0,0
"Accident","10/15/12","Willow, AK","United States","61.501","-150.3338","Fatal","Destroyed",1,0,0,0
"Accident","10/18/12","Yucca, AZ","United States","34.481","-114.943","Fatal","Substantial",1,0,0,0
"Accident","10/23/12","Byron, CA","United States","37.5350","-121.3837","Fatal","Destroyed",2,0,0,0
"Accident","11/4/12","Gothenburg, NE","United States","40.5532","-100.847","Fatal","Substantial",1,0,0,0
"Accident","11/8/12","Waterville, WA","United States","47.4250","-119.5141","Fatal","Substantial",2,0,0,0
"Accident","11/11/12","Shaver Lake, CA","United States","37.545","-119.1757","Fatal","Substantial",2,0,0,0
"Accident","11/15/12","Morgan, UT","United States","41.1033","-111.4316","Fatal","Substantial",1,0,0,0
"Accident","11/17/12","Bondurant, WY","United States","43.031","-110.3348","Fatal","Destroyed",1,0,0,0
"Accident","11/18/12","Obyan,","United States","15.713","-145.4348","Fatal","Substantial",1,1,5,0
"Accident","11/21/12","Watkins, CO","United States","39.473","-104.3217","Fatal","Substantial",1,0,0,0
"Accident","11/23/12","San Andreas, CA","United States","38.846","-120.3853","Fatal","Substantial",1,0,0,0
"Accident","11/23/12","Tacna, AZ","United States","32.2017","-113.3949","Fatal","Substantial",1,0,0,0
"Accident","11/25/12","Aurora, UT","United States","38.5714","-112.728","Fatal","Substantial",3,0,0,0
"Accident","11/26/12","Scio, OR","United States","44.3745","-122.5219","Fatal","Substantial",2,0,0,0
"Accident","11/26/12","Corona, CA","United States","33.5352","-117.369","Fatal","Substantial",1,0,0,0
"Accident","11/27/12","Childress, TX","United States","34.2513","-100.1428","Fatal","Substantial",1,0,1,0
"Accident","12/2/12","Kahului, HI","United States","21.134","-156.2715","Fatal","Substantial",1,0,0,0
"Accident","12/15/12","Ely, NV","United States","39.514","-114.351","Fatal","Destroyed",2,0,0,0
"Accident","12/15/12","Amarillo, TX","United States","34.5657","-101.3451","Fatal","Substantial",2,0,0,0
"Accident","12/17/12","Yosemite Valley, CA","United States","37.4630","-119.211","Fatal","Substantial",1,0,0,0
"Accident","12/19/12","Libby, MT","United States","48.1914","-115.2832","Fatal","Destroyed",2,0,0,0
"Accident","12/19/12","Payson, AZ","United States","34.628","-111.2816","Fatal","Substantial",1,0,0,0
"Accident","12/23/12","Wellton, AZ","United States","32.3932","-114.026","Fatal","Substantial",1,0,0,0
"Accident","12/29/12","Lakeside, CA","United States","32.5453","-116.5759","Fatal","Substantial",3,0,0,0
"Accident","1/2/13","Delano, CA","United States","35.4337","-119.945","Fatal","Destroyed",1,0,0,0
"Accident","1/3/13","Oceano, CA","United States","35.358","-120.376","Fatal","Substantial",1,0,0,0
"Accident","1/7/13","Woody, CA","United States","35.4237","-118.5414","Fatal","Destroyed",2,0,0,0
"Accident","1/11/13","Maxwell, NE","United States","41.126","-100.2813","Fatal","Destroyed",4,0,0,0
"Accident","1/19/13","Boulder, UT","United States","37.4942","-111.2440","Fatal","Substantial",2,0,0,0
"Accident","2/6/13","Casa Grande, AZ","United States","32.5721","-111.4558","Fatal","Destroyed",2,0,0,0
"Accident","2/7/13","Minden, NV","United States","38.5853","-119.2934","Fatal","Destroyed",1,0,0,0
"Accident","2/8/13","Tucson, AZ","United States","32.724","-111.1153","Fatal","Substantial",1,0,0,0
"Accident","2/10/13","Acton, CA","United States","34.2616","-118.1348","Fatal","Substantial",3,0,0,0
"Accident","2/14/13","Winters, CA","United States","38.2948","-121.5658","Fatal","Substantial",1,0,0,0
"Accident","2/18/13","Eureka, NV","United States","39.2853","-115.5021","Fatal","Substantial",1,0,0,0
"Accident","2/27/13","Deming, NM","United States","32.2615","-107.3726","Fatal","Substantial",1,0,0,0
"Accident","3/3/13","Angel Fire, NM","United States","36.2425","-105.1728","Fatal","Substantial",4,0,0,0
"Accident","3/3/13","Saratoga, WY","United States","41.3045","-106.3413","Fatal","Substantial",1,0,0,0
"Accident","3/4/13","Nikolai, AK","United States","62.1428","-153.916","Fatal","Substantial",3,0,0,0
"Accident","3/8/13","Aleknagik, AK","United States","59.194","-158.214","Fatal","Destroyed",2,0,0,0
"Accident","3/9/13","Woodinville, WA","United States","47.4340","-122.150","Fatal","Substantial",1,0,1,0
"Accident","3/28/13","Wikieup, AZ","United States","34.3620","-113.2928","Fatal","Substantial",1,0,2,0
"Accident","3/30/13","Littlefield, TX","United States","33.5526","-102.2312","Fatal","Substantial",2,0,0,0
"Accident","3/31/13","Talkeetna, AK","United States","62.1917","-149.562","Fatal","Destroyed",3,0,0,0
"Accident","3/31/13","Castle Rock, CO","United States","39.189","-104.4530","Fatal","Substantial",1,0,0,0
"Accident","4/1/13","Guymon, OK","United States","36.4350","-101.3619","Fatal","Destroyed",2,0,0,0
"Accident","4/6/13","Circle, MT","United States","47.4419","-105.5541","Fatal","Destroyed",1,0,0,0
"Accident","4/15/13","Wellington, NV","United States","38.4740","-119.2839","Fatal","Destroyed",2,0,0,0
"Accident","4/20/13","Bullhead City, AZ","United States","35.942","-114.3332","Fatal","Substantial",1,0,0,0
"Accident","4/27/13","Shepherd, MT","United States","46.519","-108.1447","Fatal","Substantial",1,0,0,0
"Accident","4/29/13","Calabasas, CA","United States","34.729","-118.4718","Fatal","Substantial",2,2,1,0
"Accident","5/9/13","Biggs, CA","United States","39.2522","-121.4549","Fatal","Minor",0,0,0,1
"Accident","5/16/13","Floriston, CA","United States","39.2758","-120.252","Fatal","Destroyed",1,0,0,0
"Accident","5/18/13","Aztec, NM","United States","36.508","-108.126","Fatal","Destroyed",1,0,0,0
